Date,Average USD (7-day)
2020-11-15,504.58
2020-11-16,523.42
2020-11-17,491.18
2020-11-18,516.7
2020-11-19,359.03
2020-11-20,346.75
2020-11-21,407.45
2020-11-22,408.92
2020-11-23,521.38
2020-11-24,503.18
2020-11-25,457.25
2020-11-26,485.21
2020-11-27,445.87
2020-11-28,368.93
2020-11-29,355.8
2020-11-30,208.2
2020-12-01,213.32
2020-12-02,227.26
2020-12-03,266.99
2020-12-04,348.98
2020-12-05,467.89
2020-12-06,478.18
2020-12-07,474.53
2020-12-08,482.3
2020-12-09,503.97
2020-12-10,447.87
2020-12-11,421.41
2020-12-12,323.11
2020-12-13,423.24
2020-12-14,459.92
2020-12-15,508.9
2020-12-16,491.23
2020-12-17,797.7
2020-12-18,775.33
2020-12-19,753.96
2020-12-20,882.71
2020-12-21,758.76
2020-12-22,734
2020-12-23,743.56
2020-12-24,398.08
2020-12-25,442.57
2020-12-26,463.35
2020-12-27,578.66
2020-12-28,804.08
2020-12-29,785.41
2020-12-30,771.35
2020-12-31,988.37
2021-01-01,963.86
2021-01-02,648.04
2021-01-03,499.29
2021-01-04,357.37
2021-01-05,374.64
2021-01-06,690.75
2021-01-07,694.28
2021-01-08,863.25
2021-01-09,1279.73
2021-01-10,3129.65
2021-01-11,3222.14
2021-01-12,2858.43
2021-01-13,2759
2021-01-14,2501.95
2021-01-15,1928.84
2021-01-16,1985.51
2021-01-17,921.5
2021-01-18,774.41
2021-01-19,733.13
2021-01-20,809.69
2021-01-21,688.69
2021-01-22,796.27
2021-01-23,687.1
2021-01-24,678.08
2021-01-25,708.15
2021-01-26,757.47
2021-01-27,639.98
2021-01-28,670.29
2021-01-29,620.14
2021-01-30,823.69
2021-01-31,2313
2021-02-01,2453.07
2021-02-02,1587.38
2021-02-03,938.19
2021-02-04,789.21
2021-02-05,660.7
2021-02-06,668.59
2021-02-07,312.68
2021-02-08,276.64
2021-02-09,332.22
2021-02-10,499.8
2021-02-11,699.82
2021-02-12,1493.67
2021-02-13,1773.97
2021-02-14,1945.66
2021-02-15,2487.72
2021-02-16,2357.05
2021-02-17,2565
2021-02-18,2740.82
2021-02-19,2646.59
2021-02-20,2571.26
2021-02-21,2326.37
2021-02-22,1948.81
2021-02-23,1903.32
2021-02-24,1954.14
2021-02-25,1659.12
2021-02-26,1484.06
2021-02-27,1381.61
2021-02-28,1634.82
2021-03-01,1514.38
2021-03-02,1382.37
2021-03-03,1381.29
2021-03-04,1484.4
2021-03-05,1530.56
2021-03-06,1432.77
2021-03-07,1287.2
2021-03-08,1301.76
2021-03-09,1517.89
2021-03-10,1497.42
2021-03-11,1523.9
2021-03-12,1545.42
2021-03-13,1979.38
2021-03-14,2522.68
2021-03-15,2709.47
2021-03-16,2429.57
2021-03-17,2244.76
2021-03-18,2266.54
2021-03-19,2181.87
2021-03-20,1949.11
2021-03-21,1811.07
2021-03-22,1722.29
2021-03-23,1736.52
2021-03-24,1726.95
2021-03-25,1608.99
2021-03-26,1726.19
2021-03-27,1785.68
2021-03-28,1443.23
2021-03-29,1568.48
2021-03-30,2032.58
2021-03-31,2454.22
2021-04-01,3035.57
2021-04-02,2990.86
2021-04-03,3395.75
2021-04-04,3607.81
2021-04-05,3426.18
2021-04-06,3369.39
2021-04-07,3135.36
2021-04-08,2667.42
2021-04-09,2683.96
2021-04-10,2984.36
2021-04-11,3236.28
2021-04-12,3548.41
2021-04-13,2932.97
2021-04-14,3034.14
2021-04-15,3446.69
2021-04-16,4464.47
2021-04-17,4114.69
2021-04-18,3988.75
2021-04-19,4745.07
2021-04-20,5705.08
2021-04-21,6831.68
2021-04-22,6366.89
2021-04-23,5441.7
2021-04-24,5605.94
2021-04-25,5447.77
2021-04-26,4279.53
2021-04-27,4198.79
2021-04-28,3692.75
2021-04-29,3611.93
2021-04-30,3035.16
2021-05-01,2812.68
2021-05-02,2503.17
2021-05-03,2525.87
2021-05-04,2552.45
2021-05-05,2469.01
2021-05-06,2604.3
2021-05-07,2915.45
